2019-05-10 22:08:00,861 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:08:00,862 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:08:00,863 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:08:23,655 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:08:23,658 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:08:23,658 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:08:23,659 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:08:52,923 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:08:52,924 [Worker-36] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:08:52,924 [Worker-36] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:08:52,925 [Worker-36] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:09:13,699 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:09:13,700 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:09:13,702 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:09:13,704 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:09:27,573 [Worker-38] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2019-05-10 22:09:27,991 [Worker-38] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.bigcabbage:TDDDemo:0.0.1-SNAPSHOT @ D:\develop\github\agilewebhomework\work02\TDDDemo\pom.xml.
2019-05-10 22:09:28,166 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /TDDDemo/src/main/java
2019-05-10 22:09:28,166 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /TDDDemo/src/main/resources
2019-05-10 22:09:28,166 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /TDDDemo/src/test/java
2019-05-10 22:09:28,166 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /TDDDemo/src/test/resources
2019-05-10 22:09:28,221 [Worker-38] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2019-05-10 22:09:28,425 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:09:28,426 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:09:28,427 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:09:28,428 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:10:04,339 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:10:04,339 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:10:04,341 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:10:04,341 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:10:42,002 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:10:42,007 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:10:42,009 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:10:42,011 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:00,829 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:00,829 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:00,830 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:00,831 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:02,012 [Worker-39] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:02,013 [Worker-39] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:02,013 [Worker-39] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:02,014 [Worker-39] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:28,419 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:28,420 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:28,421 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:28,421 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:52,791 [Worker-38] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2019-05-10 22:12:53,203 [Worker-38] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.bigcabbage:TDDDemo:0.0.1-SNAPSHOT @ D:\develop\github\agilewebhomework\work02\TDDDemo\pom.xml.
2019-05-10 22:12:53,345 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /TDDDemo/src/main/java
2019-05-10 22:12:53,346 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /TDDDemo/src/main/resources
2019-05-10 22:12:53,346 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /TDDDemo/src/test/java
2019-05-10 22:12:53,346 [Worker-38] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /TDDDemo/src/test/resources
2019-05-10 22:12:53,408 [Worker-38] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2019-05-10 22:12:53,552 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:53,553 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:12:53,554 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:12:53,555 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:14:22,779 [Worker-39] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:14:22,781 [Worker-39] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:14:22,782 [Worker-39] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:14:22,783 [Worker-39] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:14:41,268 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:14:41,268 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-05-10 22:14:41,269 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2019-05-10 22:14:41,270 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
